principal,pid,datetime
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.24.1,2017-08-05 16:46:09.743
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.81.1,2017-08-05 16:28:25.765
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.1018.3,2022-02-01 05:39:29.402
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.82.1,2017-08-05 16:29:30.330
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.50.1,2017-08-05 16:53:57.658
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.343.1,2019-03-21 17:29:34.325
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.33.1,2017-08-05 17:09:19.701
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.1216.1,2022-09-16 14:19:59.104
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.82.1,2017-08-05 16:29:30.983
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.24.1,2017-08-05 16:46:10.039
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.50.1,2017-08-05 16:53:57.956
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.83.1,2017-08-05 16:31:04.044
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.355.1,2019-03-25 09:51:05.402
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.333.1,2019-03-18 11:49:29.243
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.128.1,2017-11-20 15:36:27.280
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.349.1,2019-03-24 20:44:31.158
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.24.1,2017-08-05 16:46:10.333
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.348.1,2019-03-25 12:35:12.745
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.83.1,2017-08-05 16:31:04.417
"uid=jlemaire,o=EDI,dc=edirepository,dc=org",edi.1516.1,2023-10-20 03:27:45.030
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.137.2,2017-12-21 09:04:12.457
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.137.2,2017-12-21 09:04:12.853
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.137.2,2017-12-21 09:04:13.205
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.137.2,2017-12-21 09:04:13.571
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.139.1,2017-12-22 11:57:57.552
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.139.2,2017-12-22 13:31:47.688
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.139.2,2017-12-22 13:31:48.033
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.15.5,2018-01-04 15:18:32.335
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.280.1,2019-03-08 09:40:18.277
"uid=jlemaire,o=EDI,dc=edirepository,dc=org",edi.1516.1,2023-10-20 03:27:47.380
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.15.4,2018-01-04 14:20:43.532
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.16.2,2018-01-07 19:10:55.923
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.25.1,2017-08-05 16:46:47.166
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.50.1,2017-08-05 16:53:58.251
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.98.4,2017-11-08 16:04:53.861
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.99.3,2017-09-08 14:32:58.941
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.16.2,2018-01-07 19:10:56.485
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.99.3,2017-09-08 14:33:00.148
"uid=skskoglund,o=EDI,dc=edirepository,dc=org",edi.1834.2,2025-01-15 21:16:30.679
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.101.1,2017-09-08 15:14:20.879
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.101.1,2017-09-08 15:14:16.059
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.101.1,2017-09-08 15:14:18.341
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.124.1,2017-10-02 12:46:58.815
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.126.1,2017-10-19 16:51:04.362
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.127.1,2017-10-30 10:40:11.744
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.95.1,2017-08-05 16:47:26.226
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.129.1,2017-11-15 10:50:14.907
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.85.1,2017-08-05 16:32:37.815
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.83.1,2017-08-05 16:31:04.717
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.1085.1,2022-02-21 09:28:55.391
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.84.1,2017-08-05 16:31:57.092
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.25.1,2017-08-05 16:46:47.826
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.33.1,2017-08-05 17:09:19.998
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.84.1,2017-08-05 16:31:57.408
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.85.1,2017-08-05 16:32:38.428
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.85.1,2017-08-05 16:32:38.126
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.95.1,2017-08-05 16:47:26.835
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.95.1,2017-08-05 16:47:26.535
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.26.1,2017-08-05 16:47:54.514
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.55.1,2017-08-05 16:33:26.530
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.55.1,2017-08-05 16:33:27.149
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.1018.3,2022-02-01 05:39:29.872
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.1076.1,2022-02-01 06:53:34.760
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.55.1,2017-08-05 16:33:26.848
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.64.1,2017-08-05 16:54:29.808
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.279.1,2019-03-07 14:09:55.442
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.92.1,2017-08-05 16:48:23.697
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.53.1,2017-08-05 16:54:55.965
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.1018.3,2022-02-01 05:40:21.530
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.34.1,2017-08-05 17:09:53.957
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.26.1,2017-08-05 16:47:54.809
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.56.1,2017-08-05 16:35:02.591
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.97.1,2017-08-05 17:14:04.480
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.70.1,2017-08-05 16:34:13.100
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.1136.3,2022-09-18 00:26:31.570
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.92.1,2017-08-05 16:48:23.994
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.1018.3,2022-02-01 05:40:21.427
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.53.1,2017-08-05 16:54:56.592
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.280.1,2019-03-08 09:40:17.151
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.972.2,2022-02-25 09:48:58.154
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.835.1,2022-04-18 13:22:11.433
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.53.1,2017-08-05 16:54:56.284
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.52.1,2017-08-05 17:12:00.350
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.56.1,2017-08-05 16:35:02.871
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.1076.1,2022-02-01 06:53:35.234
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.56.1,2017-08-05 16:35:02.304
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.72.1,2017-08-05 16:35:50.014
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.72.1,2017-08-05 16:35:50.653
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.92.1,2017-08-05 16:48:24.288
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.122.1,2017-08-05 16:50:52.758
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.1035.1,2021-11-29 14:22:05.811
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.47.1,2017-08-05 16:59:02.739
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.47.1,2017-08-05 16:59:02.376
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.122.1,2017-08-05 16:50:52.462
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.34.1,2017-08-05 17:09:54.266
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.36.1,2017-08-05 17:14:32.978
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.54.1,2017-08-05 13:33:49.044
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.1035.1,2021-11-29 14:22:04.824
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.18.1,2017-08-05 16:36:40.779
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.54.1,2017-08-05 13:33:49.566
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.67.1,2017-08-05 17:12:27.434
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.54.1,2017-08-05 13:33:49.868
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.1085.1,2022-02-21 09:28:55.779
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.279.1,2019-03-07 14:09:55.826
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.1089.1,2022-02-24 18:16:34.058
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.18.1,2017-08-05 16:36:41.077
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.127.1,2017-10-30 10:40:12.371
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.133.1,2017-12-12 13:03:02.624
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.121.1,2017-08-05 13:39:48.659
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.122.1,2017-08-05 16:50:53.053
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.121.1,2017-08-05 13:39:48.319
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.66.1,2017-08-05 13:41:18.252
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.19.1,2017-08-05 16:37:31.833
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.66.1,2017-08-05 13:41:17.949
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.34.1,2017-08-05 17:09:54.561
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.133.2,2017-12-12 14:50:08.828
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.27.1,2017-08-05 16:51:42.687
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.137.1,2017-12-20 16:06:46.990
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.138.1,2018-02-05 10:24:53.343
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.49.1,2017-08-05 16:38:57.571
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.166.1,2018-02-15 16:57:30.372
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.66.1,2017-08-05 13:41:18.549
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.165.1,2018-02-15 16:29:57.915
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.137.3,2018-03-27 08:41:49.646
"uid=jlemaire,o=EDI,dc=edirepository,dc=org",edi.1516.1,2023-10-20 03:27:45.566
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.274.1,2019-01-17 16:30:18.008
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.63.3,2017-08-05 16:59:51.246
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.138.2,2018-02-05 10:44:16.322
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.164.1,2018-02-15 15:47:46.666
"uid=bmcafee,o=EDI,dc=edirepository,dc=org",edi.1451.1,2023-06-28 21:40:52.625
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.1261.1,2022-12-02 11:20:49.229
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.13.1,2017-08-05 13:43:28.365
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.96.1,2017-08-05 17:13:21.258
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.12.1,2017-08-05 13:42:22.200
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.1136.3,2022-09-18 00:27:15.686
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.35.1,2017-08-05 17:10:27.211
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.12.1,2017-08-05 13:42:22.500
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.12.1,2017-08-05 13:42:22.794
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.71.1,2017-08-05 13:45:46.190
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.13.1,2017-08-05 13:43:28.666
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.49.1,2017-08-05 16:38:57.880
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.36.1,2017-08-05 17:14:33.275
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.280.1,2019-03-08 09:40:17.523
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.1076.1,2022-02-01 06:53:35.738
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.63.3,2017-08-05 16:59:53.407
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.87.1,2017-08-05 17:18:09.329
"uid=kzollovenecek,o=EDI,dc=edirepository,dc=org",edi.1076.1,2022-02-01 06:53:36.339
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.13.1,2017-08-05 13:43:28.964
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.14.1,2017-08-05 13:44:30.449
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.49.1,2017-08-05 16:38:58.176
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.280.1,2019-03-08 09:40:17.901
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.14.1,2017-08-05 13:44:30.749
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.36.1,2017-08-05 17:14:33.569
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.279.1,2019-03-07 14:09:56.209
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.96.1,2017-08-05 17:13:22.123
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.199.4,2018-07-11 11:51:03.463
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.200.4,2018-07-11 12:08:42.291
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.176.3,2018-04-17 10:04:10.884
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.198.3,2018-07-11 12:19:54.766
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.20.1,2017-08-05 16:39:40.797
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.165.2,2018-04-05 12:15:41.769
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.197.2,2018-07-11 12:24:26.669
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.190.1,2018-03-15 15:12:52.104
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.190.2,2018-03-15 15:15:43.259
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.166.2,2018-04-05 13:12:22.656
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.1136.3,2022-09-18 00:31:52.969
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.234.2,2018-10-17 15:53:57.828
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.71.1,2017-08-05 13:45:45.883
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.63.3,2017-08-05 16:59:53.709
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.27.1,2017-08-05 16:51:43.362
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.229.2,2018-08-09 14:13:38.745
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.229.1,2018-08-02 10:54:44.020
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.179.1,2018-03-22 10:30:50.718
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.125.1,2018-03-22 13:54:35.536
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.179.2,2018-03-22 13:01:51.881
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.179.3,2018-03-22 13:04:17.108
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.20.1,2017-08-05 16:39:41.088
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.71.1,2017-08-05 13:45:46.490
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.176.5,2018-08-13 12:59:12.642
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.37.1,2017-08-05 17:15:34.238
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.69.2,2017-08-05 17:15:11.613
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.69.2,2017-08-05 17:15:11.926
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.62.1,2017-08-05 17:19:39.289
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.39.1,2017-08-05 17:17:17.915
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.40.1,2017-08-05 17:20:09.288
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.62.1,2017-08-05 17:19:39.587
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.40.1,2017-08-05 17:20:09.579
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.38.1,2017-08-05 17:16:22.514
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.353.1,2019-03-26 13:22:53.988
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.38.1,2017-08-05 17:16:22.807
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.73.1,2017-08-05 17:20:41.652
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.87.1,2017-08-05 17:18:08.724
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.39.1,2017-08-05 17:17:18.235
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.218.1,2018-06-25 15:43:19.201
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.78.1,2017-08-05 17:21:15.841
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.60.1,2017-08-05 17:38:45.303
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.87.1,2017-08-05 17:18:09.031
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.41.1,2017-08-05 17:21:57.664
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.39.1,2017-08-05 17:17:18.599
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.104.1,2017-08-05 17:40:07.965
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.280.1,2019-03-08 09:40:18.661
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.77.1,2017-08-05 17:36:53.818
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.88.1,2017-08-05 17:18:40.406
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.60.1,2017-08-05 17:38:45.606
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.60.1,2017-08-05 17:38:45.905
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.78.1,2017-08-05 17:21:16.147
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.41.1,2017-08-05 17:21:57.974
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.280.1,2019-03-08 09:40:19.058
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.78.1,2017-08-05 17:21:16.450
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.88.1,2017-08-05 17:18:40.711
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.250.1,2018-10-22 09:38:52.778
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.42.1,2017-08-05 17:39:19.046
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.68.1,2017-08-05 17:19:09.032
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.42.1,2017-08-05 17:39:19.339
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.89.1,2017-08-05 17:22:21.492
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.89.1,2017-08-05 17:22:22.167
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.340.1,2019-03-20 13:47:30.801
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.68.1,2017-08-05 17:19:09.335
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.1.1,2016-12-01 12:55:08.135
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.59.1,2017-08-05 17:28:09.144
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.74.1,2017-08-05 17:32:04.169
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.74.1,2017-08-05 17:32:05.183
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.75.1,2017-08-05 17:34:41.371
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.340.1,2019-03-20 13:47:31.593
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.4.2,2017-02-13 12:56:58.830
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.8.5,2017-06-22 10:08:34.140
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.74.1,2017-08-05 17:32:05.479
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.75.1,2017-08-05 17:34:41.668
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.76.1,2017-08-05 17:35:16.721
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.75.1,2017-08-05 17:34:41.961
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.76.1,2017-08-05 17:35:17.017
"uid=gmaurer,o=EDI,dc=edirepository,dc=org",edi.1552.1,2024-02-02 19:23:29.013
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.284.1,2019-01-09 15:01:54.150
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.320.1,2019-03-08 21:29:04.300
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.5.1,2017-01-07 11:20:53.041
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.117.1,2017-06-22 15:12:28.671
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.117.2,2017-06-22 15:26:59.768
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.320.1,2019-03-08 21:29:02.686
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.5.2,2017-05-23 12:23:51.319
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.321.1,2019-03-09 12:53:57.100
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.57.2,2017-08-16 14:33:49.861
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.8.1,2017-03-05 17:43:03.667
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.321.1,2019-03-09 12:53:57.902
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.321.1,2019-03-09 12:53:57.538
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.340.1,2019-03-20 13:47:32.387
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.320.1,2019-03-08 21:29:05.767
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.9.4,2017-06-02 11:21:42.234
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.340.1,2019-03-20 13:47:31.997
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.1136.3,2022-09-18 00:31:52.871
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.267.2,2018-12-13 09:20:37.807
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.118.2,2017-07-03 10:33:24.549
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.4.1,2017-01-02 10:29:03.375
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.119.1,2017-07-03 12:58:17.542
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.119.2,2017-07-05 14:18:16.775
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.120.1,2017-07-03 13:41:55.614
"uid=jlemaire,o=EDI,dc=edirepository,dc=org",edi.1516.1,2023-10-20 03:27:51.063
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.321.1,2019-03-09 12:53:58.265
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.320.1,2019-03-08 21:29:08.156
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.118.3,2017-07-05 09:12:09.647
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.321.1,2019-03-09 12:53:58.631
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.120.2,2017-07-05 14:11:34.994
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.320.1,2019-03-08 21:29:06.868
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.251.1,2019-01-10 15:52:57.621
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.3.1,2016-12-21 15:53:41.673
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.268.1,2018-12-07 13:23:30.265
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.287.1,2019-01-10 08:23:44.945
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.283.1,2019-03-01 12:31:06.147
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.323.1,2019-03-10 12:03:28.528
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.323.1,2019-03-10 12:03:28.911
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.251.1,2019-01-10 15:52:58.040
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.320.1,2019-03-08 21:29:09.287
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.251.1,2019-01-10 15:52:59.232
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.251.1,2019-01-10 15:52:58.800
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.251.1,2019-01-10 15:52:58.422
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.283.1,2019-03-01 12:31:07.086
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.320.1,2019-03-08 21:29:10.467
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.283.1,2019-03-01 12:31:07.552
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.323.1,2019-03-10 12:03:29.289
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.321.1,2019-03-09 12:53:58.995
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.321.1,2019-03-09 12:53:59.359
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.290.1,2019-01-11 08:28:06.705
"uid=EDI,o=EDI,dc=edirepository,dc=org",edi.289.1,2019-01-10 09:36:06.108
"uid=csmith,o=EDI,dc=edirepository,dc=org",edi.251.1,2019-01-10 15:52:59.613
